Year,area,area_code,item,item_code,Element,Value
1976,Kiribati,83,Bovine Meat,2731,Feed,0
1988,Morocco,143,"Roots, Other",2534,Food,41
1983,Botswana,20,Onions,2602,Seed,0
1983,Iceland,99,Palmkernel Oil,2576,Domestic_supply,5
2008,Benin,53,Sisal,2665,Feed,0
1996,Vanuatu,155,Groundnut Oil,2572,Export,0
1993,Dominican Republic,56,Hides and skins,2748,Food,0
1968,Pakistan,165,Eggs,2744,Production,11450
1990,Poland,173,Beans,2546,Processing,0
2002,Cuba,49,"Offals, Edible",2736,Export,5.5
2011,Fiji,66,Soyabeans,2555,Seed,0
1986,Belgium-Luxembourg,15,"Sweeteners, Other",2543,Other_uses,58768
2006,Mozambique,144,"Beverages, Fermented",2657,Seed,0
1991,Mongolia,141,"Butter, Ghee",2740,Domestic_supply,5095
1967,Botswana,20,Wine,2655,Food,125
2013,Cameroon,32,Milk - Excluding Butter,2848,Import,100000
1980,Portugal,174,Sesame seed,2561,Food,0
2009,Grenada,86,"Citrus, Other",2614,Seed,0
1997,Grenada,86,Sugar (Raw Equivalent),2542,Stock_variation,-127.404098571306
2017,Mexico,138,Poultry Meat,2734,Processing,0
1995,Fiji,66,Cassava and products,2532,Export,920
2009,United States of America,231,Milk - Excluding Butter,2848,Production,85852535.07
2001,Turkey,223,Wool (Clean Eq.),2746,Feed,0
1992,"China, Macao SAR",128,Sweet potatoes,2533,Food,1
2010,Switzerland,211,Sunflower seed,2557,Feed,3821.3620462496
2017,Slovenia,198,DDGS Barley,2102,Feed,7560
1973,Norway,162,Rubber,2672,Feed,0
2013,United Kingdom,229,"Spices, Other",2645,Production,0
1994,Philippines,171,Grapefruit and products,2613,Import,752
1981,Egypt,59,Demersal Fish,2762,Processing,0
1975,Tunisia,222,"Fruits, Other",2625,Feed,0
1987,Yugoslav SFR,248,Eggs,2744,Food,213931
1998,Belgium-Luxembourg,15,Pigmeat,2733,Production,1085200
2021,Cambodia,115,Silk,2747,Food,0
1990,Netherlands,150,Grapes and products (excl wine),2620,Stock_variation,250
2006,Croatia,98,Rape and Mustard Oil,2574,Production,5900
2010,Greece,84,Bananas,2615,Domestic_supply,103906.666666667
1990,Portugal,174,"Alcohol, Non-Food",2659,Other_uses,10936.5
2010,Spain,203,"Oranges, Mandarines",2611,Export,3443000
2005,United States of America,231,Cephalopods,2766,Production,85999.5
1982,France,68,"Butter, Ghee",2740,Seed,0
2012,Finland,67,Grapes and products (excl wine),2620,Other_uses,0
1995,Mexico,138,Rye and products,2515,Seed,1
2021,Nicaragua,157,Cocoa Beans and products,2633,Export,8000
1994,Tunisia,222,Wine,2655,Production,28207
1974,Antigua and Barbuda,8,"Offals, Edible",2736,Production,50.9018910792756
1992,Saint Kitts and Nevis,188,Groundnut Cake,2591,Food,0
2006,Paraguay,169,"Beverages, Fermented",2657,Production,0
1973,Peru,170,"Spices, Other",2645,Food,757
2008,Brunei Darussalam,26,Palm Oil,2577,Food,2800
1974,Argentina,9,Hops,677,Other_uses,0
1996,Spain,203,Seed cotton,328,Other_uses,0
2012,Slovakia,199,Grapefruit and products,2613,Stock_variation,0
1993,Colombia,44,Beans,2546,Seed,9385.47278577431
1967,Cuba,49,Sweet potatoes,2533,Feed,25555.5555555556
1977,Kenya,114,Molasses,2544,Production,58000
2013,Czech Republic,167,Wine,2655,Feed,0
1994,Georgia,73,Soyabeans,2555,Production,140
2008,Romania,183,Bananas,2615,Processing,0
1991,South Korea,117,"Vegetables, Other",2605,Food,9107145.5
1995,Uzbekistan,235,Freshwater Fish,2761,Import,0
1984,Gambia,75,Crustaceans,2765,Other_uses,0
1970,Cabo Verde,35,Sugar cane,2536,Production,8082
1981,Barbados,14,Eggs,2744,Stock_variation,-325
1969,Burkina Faso,233,Maize and products,2514,Export,0
2010,Iran,102,Sunflowerseed Cake,2592,Export,0
2014,Cabo Verde,35,"Oilcrops, Other",2570,Food,2.46662790697674
1974,Sao Tome and Principe,193,Coconuts,248,Other_uses,0
1978,Bahamas,12,Apples and products,2617,Food,192.829736211031
2010,Turkey,223,Sweet potatoes,2533,Stock_variation,-9
1968,Solomon Islands,25,Sweet potatoes,2533,Other_uses,0
2014,Nepal,149,Bananas,2615,Processing,0
1980,India,100,"Spices, Other",2645,Food,443942
2020,Fiji,66,Crustaceans,2765,Stock_variation,0
1971,Liberia,123,"Sweeteners, Other",2543,Seed,0
2021,Costa Rica,48,"Cereals, Other",2520,Export,2000
1989,Philippines,171,"Beverages, Alcoholic",2658,Processing,0
2000,Kazakhstan,108,Rice and products,2807,Import,5359
2019,Papua New Guinea,168,Pineapples and products,2618,Production,23499.36
1993,Israel,105,"Oilcrops, Other",2570,Import,2159
1991,Argentina,9,Pelagic Fish,2763,Food,20184.5
1965,RoW,999,Sugar beet,2537,Stock_variation,0
1976,Senegal,195,Sisal,2665,Feed,0
1992,Lao,120,Other crop residues,2106,Seed,0
2014,Sri Lanka,38,Mutton & Goat Meat,2732,Export,0
1995,Guinea,90,Copra Cake,2596,Domestic_supply,424
1985,Barbados,14,"Alcohol, Non-Food",2659,Processing,0
1982,Chad,39,"Beverages, Fermented",2657,Stock_variation,0
1973,Tanzania,215,"Oilcrops Oil, Other",2586,Seed,0
1994,Maldives,132,Tea (including mate),2635,Other_uses,2.45229007633588
1978,New Zealand,156,Freshwater Fish,2761,Food,1910
1997,Gabon,74,DDGS Barley,2102,Feed,4200
2006,Turkey,223,Barley and products,2513,Processing,205947.784498639
1986,Namibia,147,Eggs,2744,Feed,0
2002,Dominica,55,Rice and products,2807,Domestic_supply,1323
1992,New Zealand,156,Soyabeans,2555,Seed,0
1972,Saudi Arabia,194,Cottonseed Oil,2575,Seed,0
1980,Benin,53,Straw,2105,Export,0
1977,Bahamas,12,Maize and products,2514,Domestic_supply,2901.5
1965,Nigeria,159,"Cereals, Other",2520,Processing,0
2019,Estonia,63,Rape and Mustard Cake,2593,Seed,0
2006,Kazakhstan,108,Rape and Mustardseed,2558,Stock_variation,-5820
1995,Estonia,63,Coconuts - Incl Copra,2560,Stock_variation,0
1993,Botswana,20,"Oilcrops Oil, Other",2586,Export,20.5
1987,Tanzania,215,"Meat, Other",2735,Export,0
1965,Uganda,226,Milk - Excluding Butter,2848,Stock_variation,-25.5
1988,USSR,228,"Oilcrops Oil, Other",2586,Seed,0
1998,Trinidad and Tobago,220,Groundnut Cake,2591,Other_uses,0
1985,Yugoslav SFR,248,"Offals, Edible",2736,Other_uses,4948
2003,Morocco,143,Demersal Fish,2762,Feed,0
1978,Guatemala,89,Cassava and products,2532,Other_uses,0
2004,Romania,183,Rice and products,2807,Export,158
1985,Dominica,55,"Sweeteners, Other",2543,Stock_variation,0
1982,Ghana,81,"Oil, palm fruit",254,Domestic_supply,889400
2010,Paraguay,169,Sesameseed Oil,2579,Processing,0.0357562902338078
2003,Greece,84,Crustaceans,2765,Food,11112.5
1982,Jamaica,109,Maize Germ Oil,2582,Export,0
2000,Estonia,63,"Lemons, Limes and products",2612,Feed,0
2009,Oman,221,Mutton & Goat Meat,2732,Production,34000
1989,United States of America,231,Hops,677,Production,26910
2013,"China, mainland",41,"Spices, Other",2645,Processing,0
1999,Liberia,123,Grapes and products (excl wine),2620,Stock_variation,0
1995,Jamaica,109,Apples and products,2617,Domestic_supply,2091.5
2013,Guinea,90,Olives (including preserved),2563,Processing,0
2009,Bosnia and Herzegovina,80,Mutton & Goat Meat,2732,Processing,0
2011,Chile,40,"Citrus, Other",2614,Feed,0
1964,Australia,10,Palmkernel Oil,2576,Other_uses,1103
2016,Singapore,200,"Oilseed Cakes, Other",2598,Feed,0
1996,Tajikistan,208,Milk - Excluding Butter,2848,Other_uses,0
1995,Jamaica,109,Yams,2535,Import,0
1995,Togo,217,Tea (including mate),2635,Domestic_supply,3.5
1961,Trinidad and Tobago,220,Crustaceans,2765,Import,50
1987,Niger,158,Barley and products,2513,Processing,1804.5
2018,Tunisia,222,"Meat, Other",2735,Domestic_supply,9000
1975,Indonesia,101,Groundnut Cake,2591,Export,200
1969,Philippines,171,"Oranges, Mandarines",2611,Other_uses,0
2007,Zambia,251,Soyabean Cake,2590,Domestic_supply,645
2014,South Korea,117,"Lemons, Limes and products",2612,Food,15000
2014,Romania,183,"Fats, Animals, Raw",2737,Seed,0
2020,Mongolia,141,Pelagic Fish,2763,Seed,0
1979,United States of America,231,Sugar cane,2536,Stock_variation,146
2010,Canada,33,Sugarbeet pulp,2104,Other_uses,0
1978,Poland,173,Hops,677,Domestic_supply,1941
1978,Bulgaria,27,"Spices, Other",2645,Import,56.5
2011,Barbados,14,Tomatoes and products,2601,Import,1000
2001,Bolivia,19,Soy hulls,2103,Stock_variation,0
1962,United Kingdom,229,"Beverages, Alcoholic",2658,Export,156157
1979,Iraq,103,"Oranges, Mandarines",2611,Stock_variation,0
2014,Slovenia,198,Soyabeans,2555,Stock_variation,46
1977,Mauritius,137,Crustaceans,2765,Other_uses,0
2003,South Korea,117,"Oilcrops, Other",2570,Processing,35514.9243140189
1980,Bulgaria,27,"Cereals, Other",2520,Other_uses,0
1986,India,100,Rape and Mustard Cake,2593,Stock_variation,0
1992,Lao,120,"Beverages, Alcoholic",2658,Food,27150
1995,Niger,158,Pepper,2640,Stock_variation,-50
1997,United States of America,231,Coconuts - Incl Copra,2560,Production,0
2018,Ghana,81,"Meat, Other",2735,Feed,0
2014,Norway,162,Bananas,2615,Production,0
1970,Belgium-Luxembourg,15,Coffee and products,2630,Production,0
1986,"China, mainland",41,"Citrus, Other",2614,Production,127000
1975,Australia,10,Grapefruit and products,2613,Stock_variation,-209
1966,Indonesia,101,Tea (including mate),2635,Processing,0
2013,India,100,Groundnuts,2552,Export,795065.5
1967,Tanzania,215,"Sweeteners, Other",2543,Processing,0
1981,Guinea-Bissau,175,Pigmeat,2733,Feed,0
2016,Madagascar,129,Soyabean Cake,2590,Other_uses,0
1997,Panama,166,Beans,2546,Processing,0
2011,Venezuela,236,Demersal Fish,2762,Stock_variation,126.333333333336
2011,Japan,110,Grapefruit and products,2613,Domestic_supply,336777.333333333
2020,Niger,158,Dates,2619,Production,16978.4
2012,Mauritius,137,"Sweeteners, Other",2543,Feed,0
1983,Maldives,132,Millet and products,2517,Production,20
1985,Congo,46,Apples and products,2617,Stock_variation,0
2011,Guinea-Bissau,175,"Spices, Other",2645,Export,0
1989,Paraguay,169,"Vegetables, Other",2605,Import,755
1982,Denmark,54,"Alcohol, Non-Food",2659,Food,0
1995,Angola,7,Cottonseed Cake,2594,Stock_variation,0
2009,El Salvador,60,"Fats, Animals, Raw",2737,Seed,0
1964,Lebanon,121,"Beverages, Fermented",2657,Seed,0
2006,Peru,170,Silk,2747,Seed,0
1975,Ireland,104,"Spices, Other",2645,Feed,0
1963,Senegal,195,Wine,2655,Export,5.5
2006,"China, mainland",41,Sunflowerseed Cake,2592,Processing,0
2019,Congo,46,Molasses,2544,Feed,26110.2341427048
2016,Saudi Arabia,194,Pepper,2640,Domestic_supply,7000
1994,"China, mainland",41,Palmkernel Cake,2595,Feed,27505
1977,Tunisia,222,"Marine Fish, Other",2764,Stock_variation,0
1993,Senegal,195,Bovine Meat,2731,Food,44869
2003,Mali,133,Groundnut Cake,2591,Feed,41452
1995,Angola,7,Grapes and products (excl wine),2620,Seed,0
2007,Sao Tome and Principe,193,Maize and products,2514,Export,0
2004,Paraguay,169,Pelagic Fish,2763,Seed,0
2018,Uganda,226,Sisal,2665,Processing,0
1986,Somalia,201,Sugar cane,2536,Seed,0
1974,Namibia,147,Freshwater Fish,2761,Stock_variation,0
2004,Serbia and Montenegro,186,Cephalopods,2766,Export,4.5
1970,Malta,134,"Beverages, Alcoholic",2658,Production,0
2009,Canada,33,"Beverages, Alcoholic",2658,Domestic_supply,2128.5
1995,Saint Vincent and the Grenadines,191,Maize Germ Oil,2582,Production,0
1996,Lebanon,121,"Beverages, Alcoholic",2658,Stock_variation,0
2013,Mexico,138,Oats,2516,Feed,194925.925925926
1984,Gambia,75,Pelagic Fish,2763,Seed,0
1998,Cyprus,50,Aquatic Plants,2775,Other_uses,4.5
2003,Kenya,114,Tea (including mate),2635,Production,292219.679633867
2009,Madagascar,129,Pimento,2641,Import,5.5
2009,Kenya,114,Tomatoes and products,2601,Seed,0
2021,Chile,40,Miscellaneous,2899,Domestic_supply,199000
1984,Panama,166,Yams,2535,Feed,0
1987,Zimbabwe,181,Tobacco,2671,Domestic_supply,19198
1984,Australia,10,Sesameseed Oil,2579,Export,0
1977,Sri Lanka,38,Molasses,2544,Production,11550
1973,Bahrain,13,Hides and skins,2748,Stock_variation,0
2009,Belarus,57,Rape and Mustardseed,2558,Food,134.865105429794
2018,Zimbabwe,181,Pigmeat,2733,Import,0
1982,Iceland,99,Groundnuts,2552,Stock_variation,0
1989,Zambia,251,Groundnut Oil,2572,Import,0
2005,Congo,46,"Citrus, Other",2614,Processing,0
2000,Australia,10,Coconuts - Incl Copra,2560,Other_uses,0
2019,Slovenia,198,Sugar beet,2537,Feed,0
1993,RoW,999,Millet and products,2517,Food,3154.23066502463
1995,Liberia,123,Palm Oil,2577,Domestic_supply,30000
2001,Kyrgyzstan,113,"Oranges, Mandarines",2611,Seed,0
2012,Ethiopia,238,Groundnuts,2552,Export,23819
2008,Greece,84,Sesame seed,2561,Import,29131
1981,Czechoslovakia,51,Onions,2602,Food,111965
2015,Gambia,75,Poultry Meat,2734,Production,1596.07
2020,Nicaragua,157,Soyabean Cake,2590,Processing,0
1992,"China, Hong Kong SAR",96,Copra Cake,2596,Other_uses,0
2013,Barbados,14,Pelagic Fish,2763,Processing,0
2017,Montenegro,273,"Fats, Animals, Raw",2737,Production,488.2
1971,Zimbabwe,181,Potatoes and products,2531,Import,0
2008,Turkey,223,Tea (including mate),2635,Stock_variation,54252.057208238
2019,Madagascar,129,"Marine Fish, Other",2764,Feed,0
1985,Papua New Guinea,168,Sweet potatoes,2533,Stock_variation,0
1974,Lao,120,Beans,2546,Production,1000
1990,Cabo Verde,35,Mutton & Goat Meat,2732,Export,0
2009,Malawi,130,Palm Oil,2577,Processing,0
2009,Zambia,251,"Alcohol, Non-Food",2659,Export,3.5
1961,Nigeria,159,Coconuts - Incl Copra,2560,Other_uses,0
2004,Sri Lanka,38,Eggs,2744,Seed,6026.88354414207
1992,Mauritius,137,"Marine Fish, Other",2764,Seed,0
1977,Angola,7,Sugar (Raw Equivalent),2542,Food,93779.5
2019,Chile,40,Silk,2747,Processing,0
2018,"China, mainland",41,"Oilseed Cakes, Other",2598,Food,0
1965,Ireland,104,Jute,2662,Processing,0
1991,Spain,203,Palmkernel Oil,2576,Food,1044.5
1972,Cuba,49,Soy hulls,2103,Processing,0
1981,Togo,217,"Oilcrops, Other",2570,Other_uses,12.5
1964,Canada,33,Honey,2745,Import,1135.5
1997,Dominican Republic,56,Beer,2656,Feed,0
2009,United States of America,231,"Fish, Liver Oil",2782,Export,970
1962,Suriname,207,Maize and products,2514,Stock_variation,86.5
1989,French Polynesia,70,Soyabeans,2555,Domestic_supply,6
1975,Japan,110,Rice and products,2807,Domestic_supply,15555329
1998,Burkina Faso,233,Beans,2546,Feed,0
1975,Colombia,44,Peas,2547,Feed,0
2018,Bulgaria,27,Soy hulls,2103,Domestic_supply,450
1963,Dominica,55,Straw,2105,Import,0
2021,Tanzania,215,"Oilcrops, Other",2570,Export,14000
1982,Ghana,81,Demersal Fish,2762,Export,0
1975,Switzerland,211,Peas,2547,Import,2836.5
1994,Ivory Coast,107,"Sweeteners, Other",2543,Production,26877.8175783413
2018,Sri Lanka,38,Pigmeat,2733,Production,1379.99
2016,Turkey,223,Pineapples and products,2618,Import,34000
1974,Romania,183,Bananas,2615,Feed,0
2020,Cuba,49,"Citrus, Other",2614,Domestic_supply,3000
2002,Armenia,1,Hides and skins,2748,Import,0
1999,Guinea-Bissau,175,Palm Oil,2577,Other_uses,1870
1977,United States of America,231,Silk,2747,Domestic_supply,398
1996,Ukraine,230,Nuts and products,2551,Stock_variation,-190
1979,Kenya,114,"Roots, Other",2534,Seed,0
2004,Burkina Faso,233,Rubber,2672,Import,740
1998,Namibia,147,"Sweeteners, Other",2543,Import,49129.5
2008,Bangladesh,16,Groundnut Oil,2572,Production,10858
2004,Thailand,216,Oats,2516,Import,224.5
1980,Belgium-Luxembourg,15,Cloves,2642,Stock_variation,0
1993,Pakistan,165,Pineapples and products,2618,Export,0
1994,Algeria,4,Olives (including preserved),2563,Food,19148.5
1984,South Africa,202,Fodder cereal and grasses,2000,Import,0
2000,Colombia,44,Copra Cake,2596,Food,0
1978,Panama,166,"Fish, Body Oil",2781,Feed,243.5
1986,Ireland,104,Rape and Mustardseed,2558,Domestic_supply,2141
1992,Mauritius,137,Pepper,2640,Import,40.5
2020,Algeria,4,Palmkernel Cake,2595,Import,29
1996,Haiti,93,Pineapples and products,2618,Production,2320
2006,Latvia,119,Brans,2111,Production,12760.755
1973,Kenya,114,"Oilcrops Oil, Other",2586,Seed,0
2010,Tanzania,215,Pimento,2641,Other_uses,0
2006,Malawi,130,"Molluscs, Other",2767,Production,0
1961,Fiji,66,Firewood,2107,Domestic_supply,147245.140925355
1992,Belize,23,Wine,2655,Seed,0
1987,Colombia,44,DDGS Barley,2102,Other_uses,0
2010,Vanuatu,155,Sugar (Raw Equivalent),2542,Import,4000
2001,Mauritius,137,DDGS Barley,2102,Export,0
2011,Uganda,226,Potatoes and products,2531,Production,179712
1991,Argentina,9,Firewood,2107,Food,0
1987,Zimbabwe,181,Olive Oil,2580,Food,0
1992,Netherlands,150,Firewood,2107,Production,204132.50298795
2011,Saint Lucia,189,Maize Germ Oil,2582,Export,0
1979,Guyana,91,Tea (including mate),2635,Import,200
1992,Bahrain,13,Firewood,2107,Domestic_supply,3465.43842504146
2000,Poland,173,Dates,2619,Seed,0
2019,Czech Republic,167,Eggs,2744,Production,92930.2373457671
1996,Tunisia,222,Soyabeans,2555,Feed,0
2009,Belarus,57,"Citrus, Other",2614,Import,37.5
2020,French Polynesia,70,Aquatic Plants,2775,Export,0
1977,India,100,Soyabean Cake,2590,Processing,0
1963,Costa Rica,48,Olive Oil,2580,Production,0
2015,Solomon Islands,25,Demersal Fish,2762,Domestic_supply,70
1971,Liberia,123,"Fats, Animals, Raw",2737,Food,135
1986,Saudi Arabia,194,Pelagic Fish,2763,Processing,0
2002,Gabon,74,Rubber,2672,Import,0
1997,Dominica,55,Nuts and products,2551,Processing,0
2016,Oman,221,Olives (including preserved),2563,Production,0
1988,Egypt,59,"Spices, Other",2645,Domestic_supply,9951
1995,Israel,105,Hides and skins,2748,Seed,0
2019,Central African Republic,37,Tobacco,2671,Export,0
1984,Japan,110,Abaca,2666,Seed,0
1972,Malaysia,131,Bananas,2615,Production,410000
1984,Netherlands Antilles,151,"Cereals, Other",2520,Domestic_supply,967
1962,Portugal,174,Dates,2619,Food,20.5
1968,New Zealand,156,DDGS,2101,Domestic_supply,14620.9
1986,Barbados,14,"Soft-Fibres, Other",2664,Feed,0
1979,Bulgaria,27,Fodder vegetables and roots,2002,Import,0
2015,RoW,999,Nuts and products,2551,Food,373000
1975,Belize,23,Pepper,2640,Stock_variation,0
1999,Australia,10,DDGS,2101,Food,0
1970,Bangladesh,16,Beans,2546,Other_uses,0
1976,Tunisia,222,Molasses,2544,Domestic_supply,41
1997,Israel,105,Beer,2656,Seed,0
1997,Jamaica,109,Straw,2105,Domestic_supply,14388.183696467
2013,Afghanistan,2,Mutton & Goat Meat,2732,Domestic_supply,164000
1996,Mozambique,144,Coffee and products,2630,Production,950
1969,Japan,110,Hemp,776,Feed,0
2015,Switzerland,211,Cocoa Beans and products,2633,Export,71000
2017,Belize,23,Tomatoes and products,2601,Feed,0
1979,Brazil,21,"Aquatic Animals, Others",2769,Import,0
1978,Czechoslovakia,51,"Beverages, Fermented",2657,Feed,0
2005,Saint Lucia,189,Palm Oil,2577,Import,67
2001,Armenia,1,"Fruits, Other",2625,Stock_variation,-11502.5136771819
1998,Mozambique,144,Maize Germ Oil,2582,Production,0
2001,France,68,Tomatoes and products,2601,Domestic_supply,1602838.5
1976,Singapore,200,"Sweeteners, Other",2543,Export,1.6672717437825
2006,Mongolia,141,Barley and products,2513,Processing,878.020073662652
2016,Namibia,147,Nuts and products,2551,Stock_variation,1000
2013,Kuwait,118,Bovine Meat,2731,Import,46000
1962,Spain,203,"Meat, Other",2735,Processing,0
1995,"China, mainland",41,Rice and products,2807,Import,2456050
1984,Colombia,44,Eggs,2744,Seed,12925.8724759422
2019,Congo,46,Soyabean Oil,2571,Import,1000
1993,French Polynesia,70,Sesame seed,2561,Import,0.5
1992,Grenada,86,Coconuts - Incl Copra,2560,Processing,3904.14659599139
1976,Mauritania,136,Bovine Meat,2731,Stock_variation,0
1999,Tanzania,215,Oats,2516,Import,16.5
1966,Lebanon,121,Oats,2516,Stock_variation,-0.5
2015,Romania,183,Tea (including mate),2635,Production,0
2018,United Kingdom,229,"Oranges, Mandarines",2611,Export,193000
2015,Uganda,226,Soyabean Oil,2571,Food,2000
2007,South Africa,202,Sugar cane,2536,Domestic_supply,19724000
2006,Bangladesh,16,Sesame seed,2561,Feed,0
1987,Australia,10,Sesameseed Cake,2597,Food,0
1996,Niger,158,Groundnuts,2552,Domestic_supply,96171
1988,Madagascar,129,Maize and products,2514,Production,156400
1963,Malta,134,"Roots, Other",2534,Production,0
1976,Viet Nam,237,Silk,2747,Production,924
1999,Morocco,143,Fodder vegetables and roots,2002,Food,0
2011,Mozambique,144,Demersal Fish,2762,Feed,0
1989,Portugal,174,Rye and products,2515,Stock_variation,-12.5
2019,Paraguay,169,Cephalopods,2766,Other_uses,0
2016,Spain,203,Coconut Oil,2578,Seed,0
2020,Costa Rica,48,"Fruits, Other",2625,Food,212000
2005,Mali,133,Potatoes and products,2531,Import,3197.5
1983,Dominican Republic,56,Honey,2745,Processing,0
2006,South Africa,202,Hides and skins,2748,Stock_variation,11718.5
2002,Mauritania,136,Palm Oil,2577,Domestic_supply,1163
1967,"China, Hong Kong SAR",96,Molasses,2544,Other_uses,0
1975,Haiti,93,"Marine Fish, Other",2764,Domestic_supply,3795.5
1994,Thailand,216,"Beverages, Alcoholic",2658,Export,2033.5
